epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,207.697,0.74543,0.6831,0.9063,0.8707,0.8809,0.9017,0.7464,0.72672,0.67436,0.91148,0.000394064,0.000394064,0.000394064
64,211.052,0.7574,0.69877,0.9064,0.9109,0.85802,0.90699,0.74519,0.73146,0.64817,0.91606,0.000389661,0.000389661,0.000389661
65,214.318,0.76545,0.68137,0.90208,0.88961,0.85989,0.90874,0.74586,0.73542,0.64543,0.92196,0.000385259,0.000385259,0.000385259
66,217.653,0.76201,0.68282,0.91435,0.90956,0.85907,0.91658,0.75018,0.73063,0.65115,0.91677,0.000380857,0.000380857,0.000380857
67,221.016,0.76975,0.68889,0.90921,0.88955,0.86619,0.91688,0.75451,0.71443,0.64611,0.91064,0.000376455,0.000376455,0.000376455
68,224.351,0.73607,0.66867,0.91565,0.87837,0.8716,0.91118,0.74987,0.73189,0.68706,0.91282,0.000372053,0.000372053,0.000372053
69,227.578,0.73811,0.67886,0.90441,0.8844,0.86309,0.90494,0.74487,0.7384,0.71052,0.9136,0.00036765,0.00036765,0.00036765
70,230.89,0.78557,0.69333,0.90965,0.89346,0.87379,0.90646,0.74279,0.72945,0.654,0.91002,0.000363248,0.000363248,0.000363248
71,234.134,0.75989,0.66487,0.9117,0.8801,0.86837,0.90921,0.74162,0.72971,0.63381,0.91177,0.000358846,0.000358846,0.000358846
72,237.399,0.75474,0.69057,0.91011,0.85215,0.86884,0.90726,0.74568,0.72511,0.67815,0.91464,0.000354444,0.000354444,0.000354444
73,240.653,0.71303,0.64839,0.89754,0.8706,0.84781,0.90707,0.7459,0.72161,0.69059,0.91363,0.000350042,0.000350042,0.000350042
74,243.933,0.76831,0.67075,0.91507,0.87221,0.865,0.90514,0.74268,0.75192,0.65609,0.9163,0.000345639,0.000345639,0.000345639
75,247.148,0.72334,0.64916,0.90453,0.92506,0.82977,0.90965,0.74691,0.72218,0.63627,0.90625,0.000341237,0.000341237,0.000341237
76,250.437,0.73042,0.65452,0.90515,0.88467,0.86538,0.91347,0.75048,0.71657,0.63537,0.90668,0.000336835,0.000336835,0.000336835
77,253.713,0.7857,0.67587,0.90066,0.89296,0.85236,0.9098,0.74704,0.72655,0.66384,0.91241,0.000332433,0.000332433,0.000332433
78,257.019,0.73583,0.64934,0.90249,0.89915,0.84653,0.90636,0.75512,0.72207,0.65072,0.91064,0.000328031,0.000328031,0.000328031
79,260.267,0.75176,0.65493,0.90508,0.91729,0.83074,0.90895,0.75731,0.70862,0.63117,0.90959,0.000323628,0.000323628,0.000323628
80,263.612,0.74076,0.64631,0.90053,0.91694,0.85134,0.90651,0.76153,0.7024,0.62201,0.9034,0.000319226,0.000319226,0.000319226
81,266.962,0.71515,0.63801,0.89608,0.90669,0.85951,0.90574,0.76161,0.69526,0.6196,0.9045,0.000314824,0.000314824,0.000314824
82,270.357,0.75085,0.65167,0.8972,0.89145,0.86661,0.90388,0.75593,0.69704,0.62375,0.90234,0.000310422,0.000310422,0.000310422
83,273.586,0.71882,0.64504,0.90911,0.87693,0.86402,0.90453,0.76088,0.71027,0.64508,0.90434,0.00030602,0.00030602,0.00030602
84,276.816,0.72067,0.63651,0.90022,0.87059,0.84635,0.90013,0.75511,0.7117,0.66428,0.90907,0.000301617,0.000301617,0.000301617
85,280.102,0.74537,0.64958,0.89532,0.87532,0.84148,0.90786,0.76129,0.71133,0.64081,0.91191,0.000297215,0.000297215,0.000297215
