epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
168,521.836,0.63635,0.54222,0.86437,0.89089,0.87083,0.90599,0.76003,0.70392,0.59674,0.92492,0.000575104,0.000575104,0.000575104
169,524.825,0.61582,0.5274,0.865,0.87256,0.88692,0.89879,0.75427,0.69512,0.59745,0.92629,0.000574554,0.000574554,0.000574554
170,527.698,0.60031,0.52262,0.8569,0.87454,0.88055,0.90191,0.75374,0.70085,0.60687,0.92648,0.000574004,0.000574004,0.000574004
171,530.587,0.63316,0.54773,0.87359,0.88425,0.86343,0.89905,0.74706,0.71194,0.63383,0.92804,0.000573453,0.000573453,0.000573453
172,533.506,0.61646,0.53979,0.86568,0.8931,0.86826,0.90051,0.75064,0.70037,0.61253,0.92391,0.000572903,0.000572903,0.000572903
173,536.414,0.64084,0.54239,0.8711,0.88223,0.87285,0.90742,0.75391,0.70794,0.60886,0.92548,0.000572353,0.000572353,0.000572353
174,539.342,0.62939,0.5426,0.87154,0.89796,0.85395,0.90632,0.75319,0.70601,0.60665,0.92976,0.000571802,0.000571802,0.000571802
175,542.253,0.65044,0.5512,0.87944,0.89636,0.83486,0.90323,0.74724,0.71493,0.6249,0.9308,0.000571252,0.000571252,0.000571252
176,545.163,0.65812,0.5574,0.86489,0.88052,0.86526,0.89847,0.74818,0.70208,0.62273,0.92972,0.000570702,0.000570702,0.000570702
177,548.134,0.63658,0.53752,0.86484,0.90587,0.86378,0.90292,0.75259,0.69939,0.60537,0.92935,0.000570152,0.000570152,0.000570152
178,551.042,0.61683,0.51697,0.85759,0.90752,0.87809,0.90816,0.75937,0.70559,0.59489,0.92346,0.000569601,0.000569601,0.000569601
179,553.952,0.64548,0.55829,0.86894,0.90062,0.88276,0.89945,0.74475,0.71705,0.6107,0.93099,0.000569051,0.000569051,0.000569051
180,556.874,0.6623,0.5535,0.87314,0.89049,0.87454,0.89727,0.74706,0.70005,0.6522,0.92671,0.000568501,0.000568501,0.000568501
181,559.739,0.61398,0.5283,0.86285,0.91218,0.84894,0.89533,0.74957,0.69519,0.61518,0.92521,0.00056795,0.00056795,0.00056795
182,562.623,0.61187,0.52615,0.86623,0.88675,0.86677,0.89259,0.74388,0.69834,0.6152,0.923,0.0005674,0.0005674,0.0005674
